"Trial","Name","Method","pearson","g_cor","fold","year","trt"
"2016-17
Moderate Drought","H_fold_3.csv","GBLUP+H",0.893952584502117,0.738110980131733,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","GBLUP",0.589236629677999,0.544194138835387,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","HBLUP",0.812510473707962,0.56539140210789,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","GBLUP+H",0.863362499095124,0.716972872372005,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","GBLUP",0.684289123197369,0.503332093858951,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","HBLUP",0.885343887570615,0.638472271772193,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","GBLUP+H",0.955024015555037,0.792581968445415,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM","MegaLMM
GBLUP",1.00172229603927,0.789113967319898,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.934083787681712,0.76988082148289,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.990786417603189,0.83816636628838,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.886898137799898,0.844383714312478,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",1.0260378743273,0.795524564623226,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.744439333504591,0.482257978876495,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.737144779308009,0.455656688322757,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.772839379327232,0.64310127870342,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.659400566938978,0.561665153411862,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.800312793798915,0.481495590385961,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS","MegaLMM
RKHS",1.12011851793119,0.869249561927022,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.0541515628311,0.863717680434691,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.10471645205293,0.857174874129659,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",0.971960547845506,0.884085688752527,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.15258960863718,0.879474399592367,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate","RKHS",0.791073597834685,0.513634946836824,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate","Bayesian
Lasso",0.764363969489839,0.481559429619967,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_2.csv","RKHS",0.777589434642324,0.49463106644136,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_2.csv","Bayesian
Lasso",0.7343188727768,0.453745630440004,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_3.csv","RKHS",0.814066527426594,0.643241491190475,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_3.csv","Bayesian
Lasso",0.774395951837685,0.590391086489533,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_4.csv","RKHS",0.687859597285388,0.587345918830528,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_4.csv","Bayesian
Lasso",0.654444200321782,0.569378730677287,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_5.csv","RKHS",0.844006536707343,0.563087987704878,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_5.csv","Bayesian
Lasso",0.811494391171758,0.489445348026955,5,"2016-17","Moderate Drought"
"2016-17
Optimal Bed","H","GBLUP",0.555084842906613,0.480162472593218,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H","HBLUP",0.868792681324537,0.746838747194735,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H","GBLUP+H",0.894329982823575,0.83156725977985,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_2.csv","GBLUP",0.513458048213055,0.540013074875152,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_2.csv","HBLUP",0.840420151866322,0.614877947162559,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_2.csv","GBLUP+H",0.862145903107952,0.671850824755456,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_3.csv","GBLUP",0.530689213951402,0.440849669885917,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_3.csv","HBLUP",0.864802060987312,0.672705554189199,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_3.csv","GBLUP+H",0.891855418640782,0.737273256990028,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_4.csv","GBLUP",0.528513466007941,0.578809319417583,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_4.csv","HBLUP",0.866462742037226,0.621781183047009,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_4.csv","GBLUP+H",0.894916886930251,0.715963865426442,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_5.csv","GBLUP",0.540014204386827,0.627124736431588,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_5.csv","HBLUP",0.844621647963778,0.637238775575266,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","H_fold_5.csv","GBLUP+H",0.869962890030617,0.709514713014642,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM","MegaLMM
GBLUP",1.05019652154389,0.875688459399484,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_fold_2.csv","MegaLMM
GBLUP",1.02661767289138,0.856026089517938,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_fold_3.csv","MegaLMM
GBLUP",1.0440366450609,0.77928600167217,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_fold_4.csv","MegaLMM
GBLUP",1.02960051102004,0.864646073362126,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_fold_5.csv","MegaLMM
GBLUP",1.11889507706285,0.893822827566873,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.731561755503525,0.523164136705925,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.691271420782119,0.568315581292675,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.726514949436038,0.47899871740449,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.71238498469739,0.652773441825539,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.74519978372741,0.652827976313989,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_RKHS","MegaLMM
RKHS",1.20415232666575,0.937647680310507,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.14350036767263,0.820682851959913,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.21019303794291,0.874066594641569,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.18244052186991,0.828397388458233,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.22126575325764,0.855166348228015,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate","RKHS",0.826368849080634,0.617863163354891,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate","Bayesian
Lasso",0.743163906067777,0.505490080486202,1,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_2.csv","RKHS",0.751068149879734,0.664086985893532,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_2.csv","Bayesian
Lasso",0.683346295716547,0.565715910680364,2,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_3.csv","RKHS",0.776531154036918,0.545284199719994,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_3.csv","Bayesian
Lasso",0.725232307986744,0.426924163716587,3,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_4.csv","RKHS",0.742964609650082,0.654938658118613,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_4.csv","Bayesian
Lasso",0.699681161721778,0.578051431540711,4,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_5.csv","RKHS",0.807221638715338,0.680253606195381,5,"2016-17","Optimal Bed"
"2016-17
Optimal Bed","univariate_fold_5.csv","Bayesian
Lasso",0.760366358482972,0.608814230053416,5,"2016-17","Optimal Bed"
"2016-17
Heat","H","GBLUP",0.432848421075693,0.57439948024935,1,"2016-17","Heat"
"2016-17
Heat","H","HBLUP",0.77982830960555,0.453128157321354,1,"2016-17","Heat"
"2016-17
Heat","H","GBLUP+H",0.801753673936767,0.576747590839661,1,"2016-17","Heat"
"2016-17
Heat","H_fold_2.csv","GBLUP",0.424360527053284,0.558224794469174,2,"2016-17","Heat"
"2016-17
Heat","H_fold_2.csv","HBLUP",0.749989201826589,0.517454819408528,2,"2016-17","Heat"
"2016-17
Heat","H_fold_2.csv","GBLUP+H",0.781502443262591,0.67286517032473,2,"2016-17","Heat"
"2016-17
Heat","H_fold_3.csv","GBLUP",0.423172248732851,0.374255696108281,3,"2016-17","Heat"
"2016-17
Heat","H_fold_3.csv","HBLUP",0.805754799508559,0.557123566483105,3,"2016-17","Heat"
"2016-17
Heat","H_fold_3.csv","GBLUP+H",0.834914136153008,0.639056436103561,3,"2016-17","Heat"
"2016-17
Heat","H_fold_4.csv","GBLUP",0.374961689383227,0.353290837808047,4,"2016-17","Heat"
"2016-17
Heat","H_fold_4.csv","HBLUP",0.777102252231992,0.570181650069255,4,"2016-17","Heat"
"2016-17
Heat","H_fold_4.csv","GBLUP+H",0.803247792910934,0.675699259163332,4,"2016-17","Heat"
"2016-17
Heat","H_fold_5.csv","GBLUP",0.448743406432562,0.492294988527342,5,"2016-17","Heat"
"2016-17
Heat","H_fold_5.csv","HBLUP",0.789874417828159,0.469529609109462,5,"2016-17","Heat"
"2016-17
Heat","H_fold_5.csv","GBLUP+H",0.812282567416988,0.588603413050834,5,"2016-17","Heat"
"2016-17
Heat","MegaLMM","MegaLMM
GBLUP",0.882914718565694,0.774423086342321,1,"2016-17","Heat"
"2016-17
Heat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.870348121034157,0.747564301842656,2,"2016-17","Heat"
"2016-17
Heat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",1.15056586288943,0.829814921691041,3,"2016-17","Heat"
"2016-17
Heat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.847675703311245,0.688071387858329,4,"2016-17","Heat"
"2016-17
Heat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.869716008940887,0.79560939909052,5,"2016-17","Heat"
"2016-17
Heat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.583548375073804,0.514716028996691,1,"2016-17","Heat"
"2016-17
Heat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.606725451715464,0.509823231667904,2,"2016-17","Heat"
"2016-17
Heat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.682872203371733,0.35828624731672,3,"2016-17","Heat"
"2016-17
Heat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.523924930421473,0.327154359681524,4,"2016-17","Heat"
"2016-17
Heat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.605977195454489,0.480769370874284,5,"2016-17","Heat"
"2016-17
Heat","MegaLMM_RKHS","MegaLMM
RKHS",1.12734766474473,0.677444245639115,1,"2016-17","Heat"
"2016-17
Heat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.12668875301056,0.747781661286486,2,"2016-17","Heat"
"2016-17
Heat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.35787605842712,0.737297459136071,3,"2016-17","Heat"
"2016-17
Heat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.15347202054676,0.796331727907804,4,"2016-17","Heat"
"2016-17
Heat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.07925255334548,0.710705816767517,5,"2016-17","Heat"
"2016-17
Heat","univariate","RKHS",0.697361616539304,0.648760653622296,1,"2016-17","Heat"
"2016-17
Heat","univariate","Bayesian
Lasso",0.614758768437162,0.584789948798654,1,"2016-17","Heat"
"2016-17
Heat","univariate_fold_2.csv","RKHS",0.703619553467945,0.631007280065715,2,"2016-17","Heat"
"2016-17
Heat","univariate_fold_2.csv","Bayesian
Lasso",0.621697151936921,0.569675579098143,2,"2016-17","Heat"
"2016-17
Heat","univariate_fold_3.csv","RKHS",0.819423092373454,0.48072439643641,3,"2016-17","Heat"
"2016-17
Heat","univariate_fold_3.csv","Bayesian
Lasso",0.694407605138971,0.366382014083662,3,"2016-17","Heat"
"2016-17
Heat","univariate_fold_4.csv","RKHS",0.638156516296629,0.494107600666318,4,"2016-17","Heat"
"2016-17
Heat","univariate_fold_4.csv","Bayesian
Lasso",0.538021437392903,0.354146027528049,4,"2016-17","Heat"
"2016-17
Heat","univariate_fold_5.csv","RKHS",0.698190359067908,0.603907157108566,5,"2016-17","Heat"
"2016-17
Heat","univariate_fold_5.csv","Bayesian
Lasso",0.604690531668367,0.521230006573459,5,"2016-17","Heat"
"2016-17
Severe Drought","H","GBLUP",0.426904434485113,0.504287733314726,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","H","HBLUP",0.805013164909805,0.703189062495176,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","H","GBLUP+H",0.831635213369344,0.770105097303295,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_2.csv","GBLUP",0.418903221577254,0.454932434705888,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_2.csv","HBLUP",0.778637582243929,0.624860020445519,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_2.csv","GBLUP+H",0.808155909840243,0.688947692620813,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_3.csv","GBLUP",0.425584822861171,0.596464186693822,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_3.csv","HBLUP",0.774688133381935,0.440437699973754,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_3.csv","GBLUP+H",0.798012892853388,0.541755479546835,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_4.csv","GBLUP",0.369977480998859,0.466819032603064,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_4.csv","HBLUP",0.780658254730131,0.626189842022467,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_4.csv","GBLUP+H",0.807978156737294,0.731113415510307,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_5.csv","GBLUP",0.343036356524285,0.327336997797646,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_5.csv","HBLUP",0.795827232016385,0.632034451344425,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","H_fold_5.csv","GBLUP+H",0.812557570990272,0.683435924579135,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM","MegaLMM
GBLUP",1.07976652772964,0.898060576037322,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",1.06389100913812,0.883924618297464,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",1.06583652212299,0.872206253450924,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.990675330772002,0.87894920967476,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.841904841760103,0.726758734134571,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.616742573620996,0.490042039360955,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.622582176826501,0.473512213122606,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.633169434009893,0.638755845237768,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.539577927978519,0.482704469885272,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.459705669884696,0.324021479420883,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_RKHS","MegaLMM
RKHS",1.18301554522551,0.86726783344989,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.21298497928436,0.856217511315595,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.21558788170948,0.781924543770699,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.15996560012496,0.902832354673736,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.05763473790926,0.758608655226017,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate","RKHS",0.652578005919445,0.576456937731066,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate","Bayesian
Lasso",0.622987781538348,0.509221852798255,1,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_2.csv","RKHS",0.634745816019784,0.551666972834609,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_2.csv","Bayesian
Lasso",0.634564773101298,0.471804955505694,2,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_3.csv","RKHS",0.693257791569668,0.637212347120584,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_3.csv","Bayesian
Lasso",0.651653584556285,0.575419937849011,3,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_4.csv","RKHS",0.570744287840998,0.516279699885583,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_4.csv","Bayesian
Lasso",0.529703074632582,0.46608146738885,4,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_5.csv","RKHS",0.494681011164477,0.375828415854153,5,"2016-17","Severe Drought"
"2016-17
Severe Drought","univariate_fold_5.csv","Bayesian
Lasso",0.464482093068565,0.328022418850836,5,"2016-17","Severe Drought"
"2016-17
Optimal Flat","H","GBLUP",0.547424082834057,0.565595498595668,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H","HBLUP",0.786240621202785,0.691495033901805,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H","GBLUP+H",0.817379471439166,0.777680125752709,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_2.csv","GBLUP",0.530961384243001,0.535139655112408,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_2.csv","HBLUP",0.766071162287608,0.607893244664912,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_2.csv","GBLUP+H",0.802538261121177,0.726064465877597,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_3.csv","GBLUP",0.579075872829697,0.644413058600607,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_3.csv","HBLUP",0.796155280048913,0.581787327936167,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_3.csv","GBLUP+H",0.830309843983594,0.710425025270795,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_4.csv","GBLUP",0.566044168363537,0.574486896660816,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_4.csv","HBLUP",0.796592574428552,0.672956536044726,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_4.csv","GBLUP+H",0.836268621875375,0.76228701614723,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_5.csv","GBLUP",0.583498918703843,0.670319631797472,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_5.csv","HBLUP",0.827610516364988,0.559185162894884,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","H_fold_5.csv","GBLUP+H",0.859904117788208,0.709801053066819,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM","MegaLMM
GBLUP",1.0497982483657,0.842713522491145,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.968667184770262,0.812117087430515,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",1.03576648202421,0.868482075091204,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",1.0486770459285,0.847031466554796,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.915668613288888,0.790450490734107,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.802883488734038,0.544573035332687,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.727339251527005,0.552246204764067,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.811298351719012,0.631974655447107,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.774651445457911,0.533498065730438,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.728267204266773,0.658701434911843,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_RKHS","MegaLMM
RKHS",1.20217003266171,0.896545690979331,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.12664562928805,0.82991781782063,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.22157889650161,0.829440662569556,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.18632284015528,0.874451793619381,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.12782160561517,0.769993289335637,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate","RKHS",0.875227232720021,0.692135096561368,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate","Bayesian
Lasso",0.81113999784244,0.544959074940443,1,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_2.csv","RKHS",0.768204225082037,0.598394528340425,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_2.csv","Bayesian
Lasso",0.732236287038773,0.558487296369118,2,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_3.csv","RKHS",0.887212369650387,0.716868906226997,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_3.csv","Bayesian
Lasso",0.825739423106552,0.652501952177179,3,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_4.csv","RKHS",0.850974128426842,0.652635975285619,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_4.csv","Bayesian
Lasso",0.79182402189063,0.558973629831597,4,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_5.csv","RKHS",0.783345650141524,0.762476340411499,5,"2016-17","Optimal Flat"
"2016-17
Optimal Flat","univariate_fold_5.csv","Bayesian
Lasso",0.749508338460238,0.651327790451984,5,"2016-17","Optimal Flat"
